game_id,novelty_play,play_seq,recent_similar_game_id,recent_similar_play_seq
TEX199508230,4,"BB, 64(1)3, 9, 63",NYN198906030,"BB, 64(1)3, 9, 1"
TOR199508230,5,"K, 43, 8, 4, 2B",TEX197606280,"K, 43, 8, 4, 3"
CAL199508240,5,"3, K, 7, K, 63",COL199307310,"3, K, 7, K, 1B"
CHN199508240,4,"2B, SB3, BB, K",DET199205010,"2B, SB3, BB, 1B"
COL199508240,1,543,TEX199508230,BB
KCA199508240,6,"43, 63, 43, K, K, 7",LAN198509060,"43, 63, 43, K, K, 9"
MIL199508240,4,"K, BB, 46(1), 8",MON199208190,"K, BB, 46(1), K"
MON199508240,5,"1B, 9, HR, 8, 1B",BOS195505290,"1B, 9, HR, 8, 13"
NYN199508240,5,"63, 43, 1B, 1B, SB3",NYA199407280,"63, 43, 1B, 1B, 1B"
OAK199508240,4,"1B, 2B, HBP, K",MON199506200,"1B, 2B, HBP, 1B"
PHI199508240,6,"7, K, 63, K, 1B, 46(1)",CIN196507070,"7, K, 63, K, 1B, 7"
SEA199508240,6,"8, BB, K, BB, K, K",CHA197508150,"8, BB, K, BB, K, 53"
SLN199508240,5,"8, 63, K, 2B, 8",DET197505270,"8, 63, K, 2B, 1B"
CAL199508250,4,"BB, 13, FC;O, BB",MIN199306110,"BB, 13, FC;O, 43"
CHN199508250,6,"K, K, 63, 43, K, K",BAL198409080,"K, K, 63, 43, K, BB"
CLE199508250,6,"13, 6, BB, K, 43, 53",CHA197305230,"13, 6, BB, K, 43, E2"
COL199508250,5,"HR, 1B, K, 1B, 1B",SFN195806040,"HR, 1B, K, 1B, BB"
FLO199508250,5,"63, 1B, 46(1), 1B, 13",TOR198510090,"63, 1B, 46(1), 1B, 5(2)"
KCA199508250,4,"1B, 23, SB3, 31",CHA197006282,"1B, 23, SB3, SF9"
MIL199508250,5,"BB, 16(1)3, BB, 1B, K",PHI194405281,"BB, 16(1)3, BB, 1B, 64(1)"
MON199508250,4,"1B, PO1, K, 13",FLO199405250,"1B, PO1, K, 53"
NYN199508250,5,"3, 7, 1B, 1B, 1B",TEX198909220,"3, 7, 1B, 1B, 54(1)"
OAK199508250,4,"K, BB, 6(B)3(1), 7",BOS197206140,"K, BB, 6(B)3(1), BB"
PHI199508250,4,"3, 1B, 6(B)3(1), K",CHA194205241,"3, 1B, 6(B)3(1), 1B"
PIT199508250,5,"2B, 63, 1B, BB, BB",DET199408090,"2B, 63, 1B, BB, 43"
SEA199508250,5,"13, 3, 2B, 8, 53",NYA192405100,"13, 3, 2B, 8, 13"
TOR199508250,4,"1B, 1B, 63, 8",OAK199505070,"1B, 1B, 63, K"
CAL199508260,4,"2B, FC;O, K, 1B",OAK199408110,"2B, FC;O, K, 53"
CHN199508260,6,"31, K, K, 43, 63, 1B",CHN199004220,"31, K, K, 43, 63, 13"
CLE199508260,4,"13, 31, K, 13",KCA198504140,"13, 31, K, 8"
COL199508260,5,"1B, 6, 64(1)3, BB, CS2",SLN198506210,"1B, 6, 64(1)3, BB, SB2"
FLO199508260,5,"53, 1B, K, 7, 7",CIN197608290,"53, 1B, K, 7, K"
KCA199508260,5,"BB, 8, SB2, 1B, 54(1)3",NYA199405210,"BB, 8, SB2, 1B, 53"
MIL199508260,4,"K, 1B, 9, PO1",PIT199507220,"K, 1B, 9, OA"
MON199508260,4,"43, E1, 1B, K",NYA193008180,"43, E1, 1B, SB2"
NYN199508260,4,"1B, 6(1)3, 1B, 54(1)",CAL199404140,"1B, 6(1)3, 1B, 1B"
OAK199508260,5,"K, 1B, 3, 7, 53",PIT198804140,"K, 1B, 3, 7, HR"
PHI199508260,5,"9, 9, HR, 1B, K",NYA196106090,"9, 9, HR, 1B, 54(1)"
PIT199508260,6,"1B, SB2, 2B, 1B, 4, 1B",PHI196409080,"1B, SB2, 2B, 1B, 4, FC;O"
SEA199508260,5,"63, 8, K, 1B, K",PIT198608020,"63, 8, K, 1B, 1B"
TOR199508260,5,"1B, 3, BB, 46(1)3, K",CAL199205100,"1B, 3, BB, 46(1)3, 3"
CAL199508270,6,"8, K, HR, 1B, 1B, K",TEX198806090,"8, K, HR, 1B, 1B, 9"
CHN199508270,4,"1B, SB2, 4, SB3",MON199208230,"1B, SB2, 4, 9"
CLE199508270,7,"63, 63, K, 1B, 1B, 1B, 54(1)3",BAL195406250,"63, 63, K, 1B, 1B, 1B, 1B"
COL199508270,4,"HR, 9, 7, 4",PIT199006170,"HR, 9, 7, BB"
FLO199508270,5,"K, 53, BB, 4, BB",SLN195207180,"K, 53, BB, 4, K"
KCA199508270,5,"K, 43, 7, 1B, SB2",ATL199310010,"K, 43, 7, 1B, 46(1)"
MIL199508270,5,"53, 2B, K, K, 1B",KCA198308150,"53, 2B, K, K, 7"
MON199508270,6,"K, 7, K, 1B, SB2, 7",MIL198709100,"K, 7, K, 1B, SB2, 63"
NYN199508270,5,"8, 53, 43, 7, BB",ATL199404240,"8, 53, 43, 7, 7"
OAK199508270,5,"43, 9, K, 1B, 7(B)4(2)",ATL199405090,"43, 9, K, 1B, 8"
PHI199508270,7,"7, 7, BB, K, 1B, 1B, K",PIT191008292,"7, 7, BB, K, 1B, 1B, 8"
PIT199508270,4,"63, 6, 1B, 9",SDN199407310,"63, 6, 1B, 1B"
SEA199508270,5,"7, 1B, 1B, FC;O, 13",SLN197206290,"7, 1B, 1B, FC;O, 1B"
TOR199508270,4,"1B, 54(1), 9, K",PHI196104231,"1B, 54(1), 9, 3"
CHA199508280,4,"43, 63, 9, 2B",CLE199508050,"43, 63, 9, K"
CHN199508280,5,"63, K, K, 43, 9",TEX199405290,"63, K, K, 43, 8"
CIN199508280,6,"1B, 13, 63, 1B, 3, 1B",PHA195308070,"1B, 13, 63, 1B, 3, 3"
CLE199508280,7,"K, BB, 8, K, 1B, 1B, 46(1)",PIT196905130,"K, BB, 8, K, 1B, 1B, 7"
FLO199508280,5,"63, 2B, 8, K, 6",BAL197109061,"63, 2B, 8, K, 9"
MIN199508280,5,"8, 8, HR, 1B, 1",CLE198407010,"8, 8, HR, 1B, 4"
NYA199508280,5,"1B, 6, SB2, K, K",CHA198707220,"1B, 6, SB2, K, 4"
PIT199508280,4,"53, 2B, 43, 8",MIL199205150,"53, 2B, 43, 2B"
ATL199508290,4,"9, 2, 8, 63",NYN198308020,"9, 2, 8, 3"
BAL199508290,4,"2B, K, 5, 53",CLE199104160,"2B, K, 5, K"
BOS199508290,5,"8, 43, 1B, K, 7",DET198509040,"8, 43, 1B, K, BB"
CHA199508290,7,"BB, SB2, 8, 63, K, 1B, 8",LAN196010010,"BB, SB2, 8, 63, K, 1B, CS2"
CIN199508290,6,"K, 63, 1B, 2B, 7, 1B",PHA191504200,"K, 63, 1B, 2B, 7, 1"
CLE199508290,5,"7, 7, 3, 9, BB",SLA194508132,"7, 7, 3, 9, 5"
FLO199508290,4,"BB, 3, 1B, FC;O",MIL199105010,"BB, 3, 1B, HR"
KCA199508290,6,"43, K, 1B, 54(1), 8, 6",WS2196708290,"43, K, 1B, 54(1), 8, 63"
LAN199508290,7,"K, 7, K, 3, BB, K, 8",MIN198708240,"K, 7, K, 3, BB, K, BB"
MIN199508290,5,"BB, 9, 7, 8, 2B",BSN194007072,"BB, 9, 7, 8, 7"
NYA199508290,6,"K, 9, 53, 1B, 3B, BB",NYA195105180,"K, 9, 53, 1B, 3B, 2B"
PIT199508290,6,"53, K, 3, 43, 1B, SB2",MIL198608090,"53, K, 3, 43, 1B, PB"
SDN199508290,6,"63, 8, BB, 1B, 1B, 4",WS1195805071,"63, 8, BB, 1B, 1B, BB"
SFN199508290,5,"53, 53, 7, K, 43",KCA197909102,"53, 53, 7, K, 53"
ATL199508300,4,"K, 43, 63, 6",OAK199507230,"K, 43, 63, BB"
BAL199508300,4,"BB, 54(1)3, 2B, K",PHA195107011,"BB, 54(1)3, 2B, 53"
BOS199508300,5,"BB, 9, 9, CS2, 13",CIN195208260,"BB, 9, 9, CS2, 9"
CHA199508300,5,"4, BB, 1B, K, HR",LAN199208210,"4, BB, 1B, K, SB3"
CIN199508300,7,"9, 5, 9, 2B, 53, 1B, 6(1)3",PHA192909022,"9, 5, 9, 2B, 53, 1B, 1B"
FLO199508300,4,"23, K, BB, K",PIT193505180,"23, K, BB, 63"
KCA199508300,5,"43, 1B, 8, BB, 64(1)",SLN199106020,"43, 1B, 8, BB, 43"
LAN199508300,5,"63, 8, BB, WP, PO2",NYA195909020,"63, 8, BB, WP, K"
MIN199508300,4,"BB, WP, 1B, 5",PHI199107050,"BB, WP, 1B, BB"
NYA199508300,5,"9, 63, 8, 63, 2B",KCA199104120,"9, 63, 8, 63, 63"
PIT199508300,5,"BB, SB2, BB, K, CS2",TOR199406200,"BB, SB2, BB, K, SB3"
SDN199508300,6,"K, BB, K, 8, 1B, 36(1)3",SDN199508111,"K, BB, K, 8, 1B, SB2"
SFN199508300,4,"K, 63, 1, 3",KCA199107070,"K, 63, 1, 4"
ATL199508310,5,"1B, 13, 63, 1B, 1",CIN199508280,"1B, 13, 63, 1B, 3"
BAL199508310,5,"1B, 53, 43, HR, 3",KCA198306250,"1B, 53, 43, HR, BB"
BOS199508310,5,"2B, 53, WP, 1B, 2B",NYA196907010,"2B, 53, WP, 1B, HR"
CHA199508310,5,"3, 7, 1B, 64(1), 43",SFN196906160,"3, 7, 1B, 64(1), HR"
CIN199508310,6,"9, 9, 1B, 7, 1B, 7",MIL197808170,"9, 9, 1B, 7, 1B, 2B"
CLE199508310,4,"53, 9, 13, 1B",HOU197610010,"53, 9, 13, K"
FLO199508310,4,"31, K, BB, 4",LAN198806210,"31, K, BB, K"
KCA199508310,5,"43, 9, K, 63, 1B",SFN198406290,"43, 9, K, 63, K"
LAN199508310,6,"1B, K, K, K, 1B, SB2",CLE197709060,"1B, K, K, K, 1B, 3"
NYA199508310,6,"K, 5, BB, 8, 1B, 1B",MON197809240,"K, 5, BB, 8, 1B, 2B"
SDN199508310,5,"9, 8, 7, HR, 63",NYA198705310,"9, 8, 7, HR, 9"
SFN199508310,4,"53, BB, 6, 8",BAL196909110,"53, BB, 6, 9"
ATL199509010,5,"2B, 9, 43, BB, SB2",DET197005110,"2B, 9, 43, BB, 64(1)"
BAL199509010,3,"43, HR, 4",MIN199507060,"43, HR, HR"
BOS199509010,5,"63, K, K, 3, 2B",PHI199506150,"63, K, K, 3, 63"
CHA199509010,5,"53, BB, BB, 13, BB",MON197409140,"53, BB, BB, 13, 53"
CIN199509010,4,"1B, 64(1), 53, IBB",ATL197606200,"1B, 64(1), 53, K"
DET199509010,4,"E3, SB2, 4, K",ATL198005130,"E3, SB2, 4, 2B"
HOU199509010,5,"K, 7, 3, 9, 3",SFN198605042,"K, 7, 3, 9, 3B"
LAN199509010,5,"3, 63, 63, 63, 2B",SLN198808210,"3, 63, 63, 63, 53"
MIN199509010,5,"53, 3, 43, 1B, SB2",BAL199508050,"53, 3, 43, 1B, 16(1)"
NYA199509010,5,"53, 43, 9, 2B, BB",BOS195106220,"53, 43, 9, 2B, 1B"
SDN199509010,6,"9, 8, 8, 1B, SB2, 43",NYN199008150,"9, 8, 8, 1B, SB2, 13"
SFN199509010,5,"3, K, BB, 53, 63",NYA192006060,"3, K, BB, 53, 2"
SLN199509010,5,"9, 13, K, 63, 43",ATL199108280,"9, 13, K, 63, K"
TEX199509010,5,"7, 1B, 46(1)3, 13, 43",HOU196707020,"7, 1B, 46(1)3, 13, BB"
ATL199509020,4,"5, K, 1B, 3",DET199406170,"5, K, 1B, 1B"
BAL199509020,4,"43, 8, 13, 63",CIN198908020,"43, 8, 13, HBP"
BOS199509020,5,"63, 63, 53, 63, K",SLN193708152,"63, 63, 53, 63, 13"
CHA199509020,5,"63, BB, 1B, 1B, 46(1)3",DET199207050,"63, BB, 1B, 1B, SF9"
CIN199509020,4,"53, 2B, 5, 9",HOU197004150,"53, 2B, 5, BB"
DET199509020,4,"8, 9, BB, 53",MIN199505030,"8, 9, BB, 1B"
HOU199509020,6,"8, K, K, 1B, 1B, WP",NYA195706210,"8, K, K, 1B, 1B, 4"
LAN199509020,6,"1B, SB2, 3, 63, 1B, HR",MIL199307090,"1B, SB2, 3, 63, 1B, 1B"
MIN199509020,5,"K, 8, 43, 3, 2B",KCA198409030,"K, 8, 43, 3, 43"
NYA199509020,6,"7, K, BB, K, 7, HBP",NYA193508101,"7, K, BB, K, 7, 8"
SDN199509020,6,"K, 1B, 1B, BB, 1B, 64(1)3",PHI197007260,"K, 1B, 1B, BB, 1B, HBP"
SFN199509020,5,"8, 13, 43, 1B, 7",MON199308150,"8, 13, 43, 1B, 6"
SLN199509020,5,"9, 43, 43, 1B, 13",CAL199009010,"9, 43, 43, 1B, BB"
TEX199509020,5,"13, 8, 8, 3, 53",SDN199507180,"13, 8, 8, 3, 8"
ATL199509030,4,"1B, 1B, 31, 3",SLN199307110,"1B, 1B, 31, 6"
BAL199509030,4,"6, BB, BB, FC;NO",CIN199104130,"6, BB, BB, 2B"
BOS199509030,5,"7, 3, K, 53, BB",NYA195104250,"7, 3, K, 53, 1B"
CHA199509030,5,"8, 8, 2B, 43, 31",CAL199105030,"8, 8, 2B, 43, BB"
CIN199509030,5,"6, 1B, 13, BB, 31",PHI196707050,"6, 1B, 13, BB, 7"
DET199509030,4,"E3, SB2, BB, 1B",DET199405120,"E3, SB2, BB, SF9"
HOU199509030,6,"63, K, 8, 1B, 13, BB",CLE197809140,"63, K, 8, 1B, 13, 2B"
LAN199509030,4,"HR, 9, 1B, 4(1)3",NYA199206080,"HR, 9, 1B, 8"
MIN199509030,4,"9, HR, 43, 53",BOS198904140,"9, HR, 43, BB"
NYA199509030,6,"K, 1B, SB2, 1B, K, 64(1)",NYN198808030,"K, 1B, SB2, 1B, K, 43"
SDN199509030,4,"3B, K, SF7, BB",BSN191605260,"3B, K, SF7, 6"
SFN199509030,3,"HBP, K, POCS2",LAN199504280,"HBP, K, 3"
SLN199509030,5,"1B, SB2, K, HBP, E4",SLN199309160,"1B, SB2, K, HBP, 63"
TEX199509030,5,"53, 3, 9, 43, 2B",LAN198208120,"53, 3, 9, 43, 7"
ATL199509040,5,"BB, 2B, 7, BB, SF8",PHI198704280,"BB, 2B, 7, BB, 5"
BAL199509040,4,"1B, 7, 8, 64(1)",HOU199404080,"1B, 7, 8, K"
CHN199509040,4,"8, 7, E3, SB2",OAK197507050,"8, 7, E3, WP"
DET199509040,3,"7, 53, E3",COL199505100,"7, 53, 1B"
FLO199509040,5,"1B, BK, 1B, 1B, 3",OAK198810080,"1B, BK, 1B, 1B, 2B"
HOU199509040,5,"K, 7, 43, 63, 63",BAL199109140,"K, 7, 43, 63, E6"
KCA199509041,4,"53, 2B, 1B, 36(1)3",TOR198805300,"53, 2B, 1B, WP"
KCA199509042,5,"1B, 2B, K, 1B, 64(1)3",CAL199506180,"1B, 2B, K, 1B, SB2"
LAN199509040,4,"7, 2B, 8, 6",SEA199305300,"7, 2B, 8, 2B"
MIN199509040,5,"63, 1B, BB, BB, HR",MIN197405030,"63, 1B, BB, BB, 4(B)3(1)"
NYA199509040,4,"8, 1B, 4, HR",SEA199206260,"8, 1B, 4, 8"
SDN199509040,4,"1B, 64(1), 7, 54(1)",LAN198804270,"1B, 64(1), 7, SB2"
SFN199509040,4,"5, 63, 63, K",PIT199207080,"5, 63, 63, 8"
TEX199509040,5,"HR, K, 7, K, BB",MON198405100,"HR, K, 7, K, 3"
ATL199509050,3,"9, 3, E4",KCA199508140,"9, 3, HR"
BAL199509050,5,"BB, K, K, 2B, 53",NYA196806280,"BB, K, K, 2B, 43"
BOS199509050,5,"63, 1B, 46(1)3, 43, 53",SDN197306200,"63, 1B, 46(1)3, 43, 7"
HOU199509050,6,"9, 63, BB, CS2, BB, 1B",CLE192208130,"9, 63, BB, CS2, BB, 8"
KCA199509050,5,"5, 43, K, BB, 26(1)",CIN194606110,"5, 43, K, BB, 2B"
LAN199509050,5,"K, 3, 43, 1B, 2",DET198206060,"K, 3, 43, 1B, 1B"
MIL199509050,4,"5, 9, 5, 31",BOS198008100,"5, 9, 5, 53"
MIN199509050,5,"4, 13, 2B, 1B, 7",LAN195804250,"4, 13, 2B, 1B, 1B"
NYA199509050,5,"4, K, BB, K, 2B",LAN199306280,"4, K, BB, K, 1B"
SDN199509050,6,"K, K, 43, 8, BB, SB2",SFN198407010,"K, K, 43, 8, BB, 54(1)"
SFN199509050,6,"K, BB, HBP, K, K, K",OAK198004130,"K, BB, HBP, K, K, 1B"
TEX199509050,5,"K, 7, 1B, 53, 7",SFN198309060,"K, 7, 1B, 53, E5"
ATL199509060,5,"K, 1B, K, 1B, PB",TOR199210020,"K, 1B, K, 1B, 2B"
BAL199509060,5,"5, 9, HR, K, 3",BRO195409100,"5, 9, HR, K, K"
BOS199509060,5,"2B, 31, 1B, K, 54(1)",MIN199207180,"2B, 31, 1B, K, 63"
CHN199509060,4,"8, 9, K, 163",DET199407260,"8, 9, K, K"
FLO199509060,4,"K, BB, 46(1)3, BB",CHA199109020,"K, BB, 46(1)3, K"
HOU199509060,5,"63, K, BB, K, 8",SEA199505140,"63, K, BB, K, 53"
KCA199509060,5,"63, 2B, K, BB, K",CIN197009050,"63, 2B, K, BB, BB"
LAN199509060,5,"K, 3, 1B, 5, 63",CHN192608190,"K, 3, 1B, 5, 1B"
MIL199509060,5,"3, 2B, 63, 63, 6",MIL198007200,"3, 2B, 63, 63, 2B"
MIN199509060,6,"63, K, 3, 8, 3, 4",LAN196305192,"63, K, 3, 8, 3, 31"
NYA199509060,5,"K, 6, BB, 64(1), 6",OAK197708030,"K, 6, BB, 64(1), 53"
SDN199509060,5,"1B, 1B, 9, K, 43",SDN198607300,"1B, 1B, 9, K, 63"
SFN199509060,6,"63, 1B, 1B, 1B, 16(1)3, 3B",SDN198407250,"63, 1B, 1B, 1B, 16(1)3, 1B"
TEX199509060,5,"3, K, 43, 13, 53",MIN198409120,"3, K, 43, 13, 43"
CLE199509070,4,"8, BB, 9, SB2",CLE199306280,"8, BB, 9, 1B"
FLO199509070,5,"9, K, 43, 9, 1B",MIL198607300,"9, K, 43, 9, K"
SLN199509070,4,"BB, 9, POCS2, 43",PHI198110040,"BB, 9, POCS2, 8"
TEX199509070,4,"7, 31, 5, 13",ATL197507290,"7, 31, 5, 43"
CAL199509080,5,"HR, 63, 53, 63, HR",SEA199308160,"HR, 63, 53, 63, 2B"
CHN199509080,5,"BB, K, 1B, 1B, HR",KCA199205160,"BB, K, 1B, 1B, 8"
CLE199509080,5,"K, K, BB, 8, 6",SEA198908070,"K, K, BB, 8, 2B"
COL199509080,5,"53, 9, 2B, 53, 43",CIN199206170,"53, 9, 2B, 53, 63"
FLO199509080,5,"K, 7, 63, 13, 63",SEA198404070,"K, 7, 63, 13, 43"
MIL199509080,5,"63, 43, 8, 2B, 63",LAN199209120,"63, 43, 8, 2B, 9"
MON199509080,5,"53, 1B, BB, 43, BB",CLE196205210,"53, 1B, BB, 43, 63"
NYA199509080,5,"43, 3, K, BB, 8",LAN198009240,"43, 3, K, BB, SB2"
OAK199509080,6,"1B, 7, 1B, 1B, BB, 46(1)",LAN197209060,"1B, 7, 1B, 1B, BB, 16(1)3"
PHI199509080,4,"BB, 1B, SF8, HBP",MIL198708050,"BB, 1B, SF8, 8"
PIT199509080,5,"13, BB, K, 9, 9",TEX197605230,"13, BB, K, 9, 43"
SEA199509080,5,"63, 43, K, 63, 4",MIN199208230,"63, 43, K, 63, 8"
SLN199509080,5,"K, 8, 43, 53, BB",DET198709180,"K, 8, 43, 53, 63"
TOR199509080,5,"K, 53, 8, 7, HR",SDN197208180,"K, 53, 8, 7, BB"
CAL199509090,4,"9, 7, 2B, 9",FLO199309260,"9, 7, 2B, K"
CHN199509090,5,"1B, SB2, BB, BB, HR",HOU199507200,"1B, SB2, BB, BB, 5"
CLE199509090,4,"2B, BB, 9, SF8",CHA199110010,"2B, BB, 9, 46(1)3"
COL199509090,5,"2B, 43, 1B, 54(1), 43",DET199306100,"2B, 43, 1B, 54(1), 9"
FLO199509090,4,"3B, K, 43, 8",CHA199209240,"3B, K, 43, K"
MIL199509090,4,"1B, BB, 64(1), HR",NYA199304300,"1B, BB, 64(1), K"
MON199509090,5,"BB, CS2, 2B, 63, 1B",CHN199307102,"BB, CS2, 2B, 63, HR"
NYA199509090,5,"1B, 7, 7, 1B, 2",OAK199106280,"1B, 7, 7, 1B, WP"
OAK199509090,5,"1B, 2B, 1B, SF7, 41",BOS197406020,"1B, 2B, 1B, SF7, 3(B)3(1)"
PHI199509090,5,"K, 7, 1B, 43, 3",NYN198208010,"K, 7, 1B, 43, K"
PIT199509090,5,"63, 1B, HR, 9, 43",MON196909160,"63, 1B, HR, 9, 53"
SEA199509090,5,"HR, K, BB, K, WP",SLN199206280,"HR, K, BB, K, BB"
SLN199509090,4,"7, 53, 1B, WP",COL199505100,"7, 53, 1B, 54(1)"
TOR199509090,4,"HR, BB, 53, 4",CHN198705210,"HR, BB, 53, FC;O"
CAL199509100,5,"BB, SB2, 13, 2B, K",CLE199404250,"BB, SB2, 13, 2B, 43"
CHN199509100,3,"1B, E9, 64(1)3",CIN199405300,"1B, E9, SB3"
CLE199509100,6,"8, 8, K, 1B, SB2, BB",SFN199207010,"8, 8, K, 1B, SB2, K"
COL199509100,5,"K, 1B, K, 9, BB",MIN197305040,"K, 1B, K, 9, 3"
FLO199509100,4,"BB, SB2, SF7, 1B",KCA198204290,"BB, SB2, SF7, 3"
MIL199509100,4,"E1, 1B, K, 1B",DET197404240,"E1, 1B, K, 9"
MON199509100,5,"K, 63, K, 1B, 46(1)",SEA199507150,"K, 63, K, 1B, 1B"
NYA199509100,6,"63, K, 43, 43, K, 3B",SFN198904150,"63, K, 43, 43, K, 1B"
OAK199509100,6,"1B, K, 2B, K, K, K",NYN198708260,"1B, K, 2B, K, K, 31"
PHI199509100,4,"2B, 3, SF8, 63",DET199507270,"2B, 3, SF8, 1B"
PIT199509100,4,"43, 6, 1B, 13",CIN199106250,"43, 6, 1B, 46(1)"
SEA199509100,4,"6, BB, 2B, BB",TOR198104170,"6, BB, 2B, 3"
TOR199509100,5,"6, 9, 5, 1B, WP",HOU198805180,"6, 9, 5, 1B, SB2"
BAL199509110,6,"K, 1B, HR, K, 43, K",SLA193908240,"K, 1B, HR, K, 43, 6"
CAL199509110,6,"BB, 8, 43, BB, K, 1B",CIN197407200,"BB, 8, 43, BB, K, 63"
CHN199509110,4,"BB, 54(1), SB2, E5",PHI197705160,"BB, 54(1), SB2, HR"
CIN199509110,6,"1B, 4, BB, 9, BB, 3",BAL195606290,"1B, 4, BB, 9, BB, BB"
CLE199509110,5,"13, BB, 46(1)3, BB, 8",PHI194205120,"13, BB, 46(1)3, BB, BB"
COL199509110,6,"K, 1B, K, 3, 1B, SB2",NYA193208270,"K, 1B, K, 3, 1B, 36(1)"
MON199509110,4,"1B, 64(1), 1B, 6",PIT199506190,"1B, 64(1), 1B, FC;NO"
PIT199509110,5,"1B, 1B, 2B, 1B, 54(1)3",ATL199506010,"1B, 1B, 2B, 1B, 64(1)3"
SEA199509110,6,"13, BB, CS2, 1B, 1B, BB",BOS191005090,"13, BB, CS2, 1B, 1B, 63"
SLN199509110,5,"K, 53, 3, 53, BB",NY1195006222,"K, 53, 3, 53, 63"
TOR199509110,5,"3, 53, 2B, 1B, 43",MIL197809150,"3, 53, 2B, 1B, 1B"
BAL199509120,3,"K, 13, E4",ATL199508130,"K, 13, 9"
CAL199509120,5,"43, 63, BB, K, K",SDN197909210,"43, 63, BB, K, BB"
CHN199509120,4,"2B, 1B, 1B, SF7",CHA199507230,"2B, 1B, 1B, 54(1)"
CIN199509120,5,"1B, K, SB2, BB, SB3",FLO199306300,"1B, K, SB2, BB, 36(1)"
CLE199509120,4,"1B, 3, BB, 5",TOR199508260,"1B, 3, BB, 46(1)3"
COL199509120,5,"13, 1B, 64(1)3, 1B, 46(1)",NYA197009260,"13, 1B, 64(1)3, 1B, E5"
DET199509120,4,"3, 63, 5, BB",MON197706280,"3, 63, 5, 53"
MON199509120,4,"2B, 31, 63, K",KCA197407160,"2B, 31, 63, 1B"
NYN199509120,5,"1B, 3, K, 5, 3",CHN198306090,"1B, 3, K, 5, 1B"
OAK199509120,6,"K, 7, 1B, K, 9, 63",DET197805211,"K, 7, 1B, K, 9, 1B"
PIT199509120,5,"K, K, 6, 63, 43",BOS199408071,"K, K, 6, 63, 2B"
SEA199509120,3,"BB, 36(1), 4",SFN199406300,"BB, 36(1), K"
SLN199509120,5,"3, 8, 9, 9, 4",KC1196306250,"3, 8, 9, 9, 1B"
TOR199509120,4,"1B, 2B, BB, SF7",NYA199507181,"1B, 2B, BB, K"
BAL199509130,4,"HR, E5, BB, 3",LAN196109150,"HR, E5, BB, 1B"
CAL199509130,6,"63, K, K, 53, 1B, 1B",CHN198606010,"63, K, K, 53, 1B, BB"
CHN199509130,5,"3, 13, K, K, 9",PHI195107080,"3, 13, K, K, 2B"
CIN199509130,6,"K, BB, K, CS2, 1B, 13",CAG192710040,"K, BB, K, CS2, 1B, 1B"
CLE199509130,5,"43, BB, K, BB, K",CHN196305210,"43, BB, K, BB, 3"
COL199509130,5,"1B, SB2, 3, K, 5",LAN199308060,"1B, SB2, 3, K, K"
DET199509130,6,"K, 7, 8, 63, 43, BB",MIL198408280,"K, 7, 8, 63, 43, 53"
MON199509130,5,"K, 43, 6, 1B, 54(1)",SLN199109231,"K, 43, 6, 1B, 9"
NYN199509130,4,"7, 1B, 54(1)3, HR",SEA198909290,"7, 1B, 54(1)3, K"
OAK199509130,6,"63, 7, K, 7, K, 8",ATL198406140,"63, 7, K, 7, K, K"
PIT199509130,5,"8, 6, 63, 43, BB",MLN196507170,"8, 6, 63, 43, 13"
SEA199509130,4,"K, K, 4, HBP",CAL199507220,"K, K, 4, HR"
SLN199509130,5,"2B, 53, BB, 1B, 54(1)",MON199306150,"2B, 53, BB, 1B, 25(2)3"
TOR199509130,5,"1B, 3, 1B, BB, 5",SEA198606230,"1B, 3, 1B, BB, 13"
BAL199509140,4,"K, 9, 5, 13",LAN199106020,"K, 9, 5, 2B"
CIN199509140,4,"3B, 2B, 43, 9",WS1195205042,"3B, 2B, 43, 1B"
CLE199509140,4,"43, 53, 4, 43",NYA198704130,"43, 53, 4, BB"
DET199509140,4,"53, 9, 31, 13",ATL197907150,"53, 9, 31, 1B"
NYN199509140,4,"13, 8, K, 5",TEX199309281,"13, 8, K, 4"
OAK199509140,4,"K, 3, 8, 5",OAK199506180,"K, 3, 8, 13"
PIT199509140,7,"K, 7, 1B, BB, K, 1B, 8",DET198409170,"K, 7, 1B, BB, K, 1B, 1B"
TOR199509140,5,"1B, SB2, 8, 6, 6",NYA198008090,"1B, SB2, 8, 6, 13"
BAL199509150,6,"13, 1B, 46(1)3, K, BB, BB",BAL198804040,"13, 1B, 46(1)3, K, BB, K"
CAL199509150,4,"53, K, 2B, 53",HOU199404270,"53, K, 2B, E3"
CHA199509150,4,"BB, SB2, PB, 1B",PHI198608300,"BB, SB2, PB, 7(B)2(3)"
CIN199509150,4,"BB, 1B, 8, 3(B)2(3)",LAN199406190,"BB, 1B, 8, 6(1)3"
CLE199509150,4,"3, 1B, 63, WP",MIN198609220,"3, 1B, 63, BB"
COL199509150,5,"7, 13, BB, 1B, K",MON197808200,"7, 13, BB, 1B, BB"
DET199509150,6,"BB, 1B, K, 64(1)3, 63, 8",TOR199307300,"BB, 1B, K, 64(1)3, 63, 6"
MON199509150,4,"1B, 63, BB, SB3",ATL199308290,"1B, 63, BB, 16(1)3"
NYN199509150,4,"K, 1B, 16(1)3, 9",CHN199309010,"K, 1B, 16(1)3, 43"
