game_id,novelty_play,play_seq,recent_similar_game_id,recent_similar_play_seq
FLO199504250,5,"8, 1B, HR, 53, 5",KCA198306220,"8, 1B, HR, 53, K"
ATL199504260,4,"13, 9, 3, 2B",ATL198406230,"13, 9, 3, K"
BOS199504260,5,"BB, 13, 8, K, 63",BSN194908260,"BB, 13, 8, K, 1B"
CAL199504260,5,"8, 63, 1B, K, 3",TOR198806100,"8, 63, 1B, K, 6"
CIN199504260,5,"K, 63, BB, SB2, 53",CAL199207170,"K, 63, BB, SB2, K"
COL199504260,4,"1B, 6(1)3, 63, 1B",CHA199307020,"1B, 6(1)3, 63, 7"
FLO199504260,4,"3, 43, 9, 31",CLE199207010,"3, 43, 9, 63"
KCA199504260,5,"K, 5, 3, 1B, 63",KCA197606080,"K, 5, 3, 1B, 64(1)"
MIL199504260,5,"1B, 1B, BB, SF9, BB",NYA199008250,"1B, 1B, BB, SF9, K"
NYA199504260,5,"1B, K, 7, CS2, 7",DET197105270,"1B, K, 7, CS2, 53"
PIT199504260,4,"4, 1B, 54(1)3, 3",PIT197409080,"4, 1B, 54(1)3, BB"
SDN199504260,4,"8, 31, BB, 2B",CIN198607220,"8, 31, BB, K"
SLN199504260,5,"7, 53, BB, SB2, 8",CLE197706292,"7, 53, BB, SB2, BB"
TOR199504260,3,"2B, SB3, SF8",DET199205010,"2B, SB3, BB"
ATL199504270,5,"43, 2B, 63, BB, 2B",SEA199108100,"43, 2B, 63, BB, WP"
CHA199504270,5,"63, K, 9, 53, K",CHN196609140,"63, K, 9, 53, 1B"
CIN199504270,5,"K, 8, 3, K, 43",SDN198708310,"K, 8, 3, K, K"
COL199504270,5,"1B, 1B, 5, 1B, K",HOU197606250,"1B, 1B, 5, 1B, SB2"
MIN199504270,6,"K, 63, 9, 1B, SB2, 3",PIT198307262,"K, 63, 9, 1B, SB2, 6"
PIT199504270,4,"8, 1B, 43, 8",NYA198408210,"8, 1B, 43, K"
SDN199504270,5,"K, 9, BB, SB2, 1B",NYN198307270,"K, 9, BB, SB2, 53"
SEA199504270,4,"2B, 53, K, 9",BOS199309140,"2B, 53, K, HR"
SLN199504270,6,"K, 53, 2B, 1B, 53, 3",CHN197504220,"K, 53, 2B, 1B, 53, 63"
TEX199504270,4,"4, 53, 5, 8",CAL197907030,"4, 53, 5, K"
TOR199504270,6,"43, 1B, CS2, BB, K, 63",BRO194706032,"43, 1B, CS2, BB, K, 8"
BOS199504280,6,"K, K, 63, K, BB, BB",CLE198705100,"K, K, 63, K, BB, CS2"
CHN199504280,4,"HR, 5, K, 4",LAN197506150,"HR, 5, K, 1B"
HOU199504280,2,"153, 13",MON199010030,"153, K"
KCA199504280,5,"13, 13, K, 7, 8",KCA198906100,"13, 13, K, 7, 7"
LAN199504280,4,"HBP, K, 3, 2B",SLN192509131,"HBP, K, 3, BB"
MIL199504280,4,"9, 1B, 64(1), SB2",NYN199309140,"9, 1B, 64(1), 9"
MIN199504280,3,"43, BB, 5(B)3(1)",CAL199408050,"43, BB, K"
NYN199504280,5,"1B, 13, 2B, K, K",WS1192306060,"1B, 13, 2B, K, 53"
PHI199504280,5,"13, 1B, 7, 3, BB",BOS195506262,"13, 1B, 7, 3, 1B"
SDN199504280,5,"8, K, 1B, 9, 43",SEA198809190,"8, K, 1B, 9, 1B"
SEA199504280,4,"K, 1B, 36(1)3, 13",KCA199108210,"K, 1B, 36(1)3, 1B"
SFN199504280,5,"43, 53, K, 9, K",LAA196408010,"43, 53, K, 9, 7"
TEX199504280,4,"53, BB, E4, HR",TEX199105300,"53, BB, E4, 1B"
TOR199504280,4,"8, 1B, 43, 6",PIT199504270,"8, 1B, 43, 8"
BOS199504290,5,"K, 3, 8, E3, 2B",NYA193709160,"K, 3, 8, E3, 1B"
CHN199504290,4,"E9, K, 1B, K",PHI191105060,"E9, K, 1B, CS2"
HOU199504290,5,"53, BB, SB2, SB3, 4",KCA197504300,"53, BB, SB2, SB3, K"
KCA199504290,3,"1B, BB, 164(1)",CHA199407180,"1B, BB, 9"
LAN199504290,5,"13, 53, 8, K, 31",CAL197505300,"13, 53, 8, K, 13"
MIL199504290,5,"K, 9, 3, 7, 13",BSN194008142,"K, 9, 3, 7, 43"
MIN199504290,4,"3B, E3, 1B, 1B",KCA199207020,"3B, E3, 1B, 4"
NYN199504290,4,"K, 2B, 2B, 31",FLO199310030,"K, 2B, 2B, BB"
PHI199504290,6,"1B, SB2, K, 3, BB, 53",BOS198707160,"1B, SB2, K, 3, BB, SB2"
SDN199504290,5,"6, BB, 1B, K, 43",NYN199407200,"6, BB, 1B, K, 1B"
SEA199504290,4,"HR, 53, 2B, 23",WS2196606220,"HR, 53, 2B, 1B"
SFN199504290,4,"3, 53, BB, 9",CAL199308210,"3, 53, BB, 43(1)"
TEX199504290,4,"3, 6, 31, 53",WS1193805070,"3, 6, 31, 63"
TOR199504290,5,"53, 43, BB, 8, BB",FLO199407080,"53, 43, BB, 8, 3"
BOS199504300,4,"BB, 3, 2B, 13",PIT199108260,"BB, 3, 2B, SF9"
CHN199504300,4,"1B, HR, 3, 53",CIN198904210,"1B, HR, 3, 4"
HOU199504300,6,"K, 7, 2B, K, 53, 3",BSN193306021,"K, 7, 2B, K, 53, 43"
KCA199504300,6,"K, 5, 2B, K, K, BB",ATL198508250,"K, 5, 2B, K, K, 43"
LAN199504300,5,"63, BB, 7, CS2, K",CHN193308090,"63, BB, 7, CS2, 31"
MIL199504300,5,"BB, 43, 9, 1B, 64(1)",BSN195208020,"BB, 43, 9, 1B, 1B"
MIN199504300,5,"BB, BB, 1B, 6, 46(1)3",DET194506190,"BB, BB, 1B, 6, IBB"
NYN199504300,5,"13, 63, 1B, 1B, 8",MIL198005260,"13, 63, 1B, 1B, K"
SDN199504300,5,"1B, 1B, PO2, K, WP",NYN198607291,"1B, 1B, PO2, K, 43"
SEA199504300,6,"3, 9, 7, BB, 1B, FC;O",TOR199110010,"3, 9, 7, BB, 1B, K"
SFN199504300,5,"BB, CS2, 1B, SB2, BB",TEX198505070,"BB, CS2, 1B, SB2, 1B"
TEX199504300,5,"1B, BB, 1B, 64(1)3, 1B",MIL198507280,"1B, BB, 1B, 64(1)3, K"
TOR199504300,5,"7, 43, 13, 9, BB",CLE195105020,"7, 43, 13, 9, 63"
BAL199505010,4,"43, 7, 2B, 6",PHI199307060,"43, 7, 2B, 1B"
COL199505010,4,"8, 53, 1B, 31",SDN199309120,"8, 53, 1B, 7"
NYA199505010,4,"8, 1B, 64(1)3, 7",MIL199406160,"8, 1B, 64(1)3, 1B"
SFN199505010,5,"3, 5, BB, 1B, 2B",PIT198405100,"3, 5, BB, 1B, 9"
SLN199505010,3,"BB, 1B, 6(1)63",HOU199407220,"BB, 1B, 6"
TEX199505010,5,"K, 43, 3, 8, K",MON198804060,"K, 43, 3, 8, 1B"
TOR199505010,4,"K, 1B, PB, 43",MON199105210,"K, 1B, PB, BB"
CAL199505020,5,"7, BB, SB2, 8, BB",OAK198307040,"7, BB, SB2, 8, 8"
CHN199505020,5,"K, 1B, BB, 3, 1B",PIT197005310,"K, 1B, BB, 3, 54(1)"
CIN199505020,5,"43, 8, 3, 5, K",CIN193909142,"43, 8, 3, 5, 7"
COL199505020,5,"BB, BB, 7, 7, 31",CIN194907260,"BB, BB, 7, 7, 3"
DET199505020,6,"1B, 1B, 36(1), K, 1B, HR",CHA196704150,"1B, 1B, 36(1), K, 1B, 8"
FLO199505020,5,"8, 8, 1B, 43, BB",HOU197506110,"8, 8, 1B, 43, 63"
MIN199505020,5,"K, 63, 7, 9, 53",HOU199208250,"K, 63, 7, 9, 1B"
MON199505020,4,"BB, E3, 13, 53",KCA197109062,"BB, E3, 13, SF8"
NYA199505020,5,"13, 7, 43, 3, 1B",OAK198908190,"13, 7, 43, 3, 3"
SFN199505020,5,"K, BB, 64(1), 1B, K",BOS197304190,"K, BB, 64(1), 1B, 53"
SLN199505020,6,"43, 3, K, 2B, 43, K",SLN198207270,"43, 3, K, 2B, 43, 1B"
TEX199505020,3,"BB, 23, 1",TEX199406180,"BB, 23, 1B"
TOR199505020,5,"1B, 54(1), K, BB, BB",CHA191606140,"1B, 54(1), K, BB, 3"
BAL199505030,5,"13, 2B, K, BB, 6",KC1196308030,"13, 2B, K, BB, 9"
CAL199505030,6,"K, 8, BB, K, 1B, 31",MIL198008140,"K, 8, BB, K, 1B, BK"
CHN199505030,6,"K, 2B, BB, K, 7, 13",BOS198407260,"K, 2B, BB, K, 7, 43"
CIN199505030,4,"43, 3, 3, K",MIL199209270,"43, 3, 3, BB"
COL199505030,5,"7, BB, 1B, 43, BB",CHA197208220,"7, BB, 1B, 43, PB"
DET199505030,5,"8, 1B, 2B, 63, 31",DET197608201,"8, 1B, 2B, 63, 4"
FLO199505030,5,"8, BB, K, 2B, K",BOS198610140,"8, BB, K, 2B, 2B"
MIN199505030,5,"8, 9, BB, 1B, K",NYA197706130,"8, 9, BB, 1B, 9"
MON199505030,5,"K, 63, 6, 1B, 3B",NYN199207200,"K, 63, 6, 1B, CS2"
NYA199505030,4,"1B, SB2, K, OA",PHI199504290,"1B, SB2, K, 3"
SFN199505030,4,"43, 4, 8, E5",CHA199305010,"43, 4, 8, 63"
SLN199505030,5,"1B, 63, 8, 8, 8",WS2197108122,"1B, 63, 8, 8, 53"
TEX199505030,6,"1B, BB, 1B, 1B, 2B, SF7",BOS197804220,"1B, BB, 1B, 1B, 2B, K"
TOR199505030,4,"K, 7, 8, HBP",CAL199406080,"K, 7, 8, HR"
BAL199505040,5,"4, 9, 3, 1B, 9",NYA197104150,"4, 9, 3, 1B, 13"
CAL199505040,4,"2, 43, K, 7",PHI198405040,"2, 43, K, 63"
CIN199505040,7,"7, BB, PO1, 43, 1B, 1B, 1B",OAK198609230,"7, BB, PO1, 43, 1B, 1B, 6"
DET199505040,4,"7, 3, 8, 4",SDN199309290,"7, 3, 8, 63"
FLO199505040,3,"K, 3, 163",BOS199504290,"K, 3, 8"
MIN199505040,5,"8, 7, 2B, BB, 1B",BSN194306302,"8, 7, 2B, BB, 43"
MON199505040,6,"3, BB, 9, BB, 3, 9",CIN194807190,"3, BB, 9, BB, 3, HBP"
NYA199505040,6,"K, BB, HR, 63, 2B, 63",CHN199006100,"K, BB, HR, 63, 2B, 1B"
SDN199505040,4,"K, 3, 2B, 53",KCA199306240,"K, 3, 2B, 8"
SLN199505040,6,"1B, SB2, 8, 9, 1B, SB2",HOU198507080,"1B, SB2, 8, 9, 1B, 8"
ATL199505050,4,"4, 1B, 4(1)3, 53",BAL198108160,"4, 1B, 4(1)3, BB"
BAL199505050,5,"1B, 13, 63, 53, 43",TEX197506110,"1B, 13, 63, 53, 63"
CAL199505050,4,"1B, 64(1)3, 2, 9",MIN199206030,"1B, 64(1)3, 2, K"
CHA199505050,6,"53, 53, 2B, 1B, 1B, 13",CLE199009120,"53, 53, 2B, 1B, 1B, 9"
CIN199505050,5,"63, BB, BB, 8, K",BOS192408140,"63, BB, BB, 8, 23"
CLE199505050,6,"63, 13, 7, 13, 43, 63",SFN196404200,"63, 13, 7, 13, 43, 2B"
COL199505050,5,"8, 1B, WP, HR, 1B",MLN196205062,"8, 1B, WP, HR, 43"
DET199505050,4,"1B, 8, WP, 63",BOS199107290,"1B, 8, WP, 7"
MON199505050,4,"43, 9, K, E9",ATL199405090,"43, 9, K, 1B"
NYA199505050,5,"3, 3, 63, 7, 8",LAN198504270,"3, 3, 63, 7, 1"
OAK199505050,3,"1B, 6(B)3(1), 5",PHI199205060,"1B, 6(B)3(1), 8"
PIT199505050,5,"7, K, K, 8, BB",MIN198406200,"7, K, K, 8, 2B"
SDN199505050,3,"4, E3, 1B",BAL197305070,"4, E3, 14(1)"
SLN199505050,5,"K, HR, BB, SB2, 1B",PHI191105200,"K, HR, BB, SB2, 4"
ATL199505060,5,"K, 63, 4, 7, 63",CIN195508180,"K, 63, 4, 7, K"
BAL199505060,5,"1B, K, 9, 1B, 43",CHA197508080,"1B, K, 9, 1B, 1B"
CAL199505060,4,"3, 7, HR, 2B",TOR198707080,"3, 7, HR, BB"
CHA199505060,5,"1B, K, K, BK, 8",DET198005160,"1B, K, K, BK, IBB"
CIN199505060,5,"43, 43, BB, 2B, 1B",MLN196009100,"43, 43, BB, 2B, HBP"
CLE199505060,5,"HR, 7, 1B, BB, K",PIT195005050,"HR, 7, 1B, BB, 2"
COL199505060,5,"1B, 13, 4, 2B, 1B",CHA195507080,"1B, 13, 4, 2B, K"
DET199505060,4,"1B, CS2, BB, 13",DET199408110,"1B, CS2, BB, 46(1)3"
MON199505060,4,"K, 63, E5, 53",TOR198605020,"K, 63, E5, 8"
NYA199505060,5,"4, 4, 8, K, 1B",SFN197104181,"4, 4, 8, K, 7"
OAK199505060,5,"53, 7, K, BB, 1B",BAL196008120,"53, 7, K, BB, K"
PIT199505060,4,"BB, SB2, 3B, K",TEX198806100,"BB, SB2, 3B, 143"
SDN199505060,6,"3, K, 8, 1B, 1B, 1B",NY1195108272,"3, K, 8, 1B, 1B, 7"
SLN199505060,5,"2, 8, 63, 1B, 34",BRO193508240,"2, 8, 63, 1B, 1B"
ATL199505070,4,"7, 13, 63, 53",CLE199006030,"7, 13, 63, HBP"
BAL199505070,5,"31, K, 3, 1B, 1B",MON199205110,"31, K, 3, 1B, SB2"
CAL199505070,5,"K, 4, K, K, 43",ATL199310030,"K, 4, K, K, BB"
CHA199505070,6,"BB, SB2, 1B, CS2, 2B, 53",SLN198208050,"BB, SB2, 1B, CS2, 2B, PB"
CIN199505070,4,"1B, 46(1)3, 2B, BB",OAK198808050,"1B, 46(1)3, 2B, PB"
CLE199505070,4,"HBP, CS2, 1B, PO1",PIT199008120,"HBP, CS2, 1B, 9"
COL199505070,4,"23, BB, K, K",DET194606220,"23, BB, K, 2B"
DET199505070,5,"53, HR, K, 1B, 7",BRO195206180,"53, HR, K, 1B, 64(1)"
MON199505070,4,"2B, 53, 1B, SB2",OAK199408050,"2B, 53, 1B, 7"
NYA199505070,5,"63, 63, 7, 63, 1B",LAN196508110,"63, 63, 7, 63, BB"
OAK199505070,5,"1B, 1B, 63, K, 4",TOR199405310,"1B, 1B, 63, K, BB"
PIT199505070,4,"2B, 9, 2B, 43",SDN199006120,"2B, 9, 2B, 9"
SDN199505070,5,"BB, 13, 7, BB, WP",CHA196809220,"BB, 13, 7, BB, 54(1)"
SLN199505070,5,"13, 1B, CS2, 2B, 8",SFN199309090,"13, 1B, CS2, 2B, 53"
ATL199505080,5,"BB, K, HR, 1B, 4",SDN198304120,"BB, K, HR, 1B, 64(1)3"
CHA199505080,4,"1B, 6, 46(1)3, 2B",DET197704100,"1B, 6, 46(1)3, 43"
CLE199505080,4,"43, E4, SB2, 7",PHI195907022,"43, E4, SB2, 1B"
MON199505080,6,"K, 31, K, HR, K, 8",BOS199006280,"K, 31, K, HR, K, 63"
OAK199505080,5,"63, 53, BB, K, BB",PHI199109300,"63, 53, BB, K, K"
PIT199505080,6,"1B, WP, 7, K, 1B, CS2",SLN197606150,"1B, WP, 7, K, 1B, 36(1)"
SDN199505080,5,"8, 7, 9, 1B, 1B",MIN198509180,"8, 7, 9, 1B, OA"
SLN199505080,5,"BB, SB2, 7, 43, 53",CHN195205020,"BB, SB2, 7, 43, BB"
BOS199505090,5,"43, 63, 8, K, K",MON199306050,"43, 63, 8, K, 7"
CAL199505090,5,"9, 7, 43, BB, 9",BAL195907030,"9, 7, 43, BB, BB"
CHA199505090,6,"53, 7, 53, 53, BB, K",NYA197109030,"53, 7, 53, 53, BB, 1B"
CLE199505090,4,"43, 6, 7, HR",NYN199304210,"43, 6, 7, K"
COL199505090,4,"K, 1B, 6, 4",CHA199309060,"K, 1B, 6, K"
FLO199505090,5,"1B, 8, 1B, WP, K",MIL199007030,"1B, 8, 1B, WP, SF4"
MIL199505090,4,"53, 1B, 3, 7",MIN199110260,"53, 1B, 3, BB"
NYN199505090,5,"K, 4, K, 63, 63",ATL197706090,"K, 4, K, 63, 1B"
OAK199505090,6,"K, K, BB, K, 1B, 7",CIN198608151,"K, K, BB, K, 1B, FC;NO"
PHI199505090,5,"HR, 1B, 64(1), PO1, K",DET193908270,"HR, 1B, 64(1), PO1, 3"
PIT199505090,5,"HBP, 2B, 1B, BB, BB",CHA196205272,"HBP, 2B, 1B, BB, 4"
SDN199505090,4,"BB, CS2, BB, 6(1)3",CHA199309300,"BB, CS2, BB, 1B"
SLN199505090,5,"43, 63, 7, 1B, 7(B)3(1)",HOU199108270,"43, 63, 7, 1B, 1B"
TOR199505090,6,"K, K, 43, 3, K, E6",CIN196608120,"K, K, 43, 3, K, BB"
BOS199505100,5,"1B, 53, 7, 13, K",BSN194906100,"1B, 53, 7, 13, 13"
CAL199505100,4,"43, 2B, 7, 9",MIN198808180,"43, 2B, 7, 31"
CHA199505100,6,"BB, SB2, 1B, 1B, K, 9",SFN198607040,"BB, SB2, 1B, 1B, K, 46(1)"
CLE199505100,4,"7, 7, 31, K",CIN199106270,"7, 7, 31, 8"
COL199505100,4,"7, 53, 1B, 54(1)",PIT199408100,"7, 53, 1B, K"
FLO199505100,7,"43, K, K, 43, 63, BB, SB2",BAL196805020,"43, K, K, 43, 63, BB, E5"
MIL199505100,5,"4, 13, 31, 1B, 36(1)",CLE195708300,"4, 13, 31, 1B, SB2"
NYN199505100,5,"8, 7, 8, 1B, 13",NYA198710030,"8, 7, 8, 1B, CS2"
OAK199505100,3,"53, 3, 341",CHA199407300,"53, 3, 43"
PHI199505100,6,"BB, 9, 7, 43, 43, 8",CHA196209092,"BB, 9, 7, 43, 43, 43"
SDN199505100,6,"43, 2B, BB, 1B, 1B, 4(1)3",SDN196907080,"43, 2B, BB, 1B, 1B, 5"
SLN199505100,6,"7, 7, K, 8, 1B, 7",DET195008210,"7, 7, K, 8, 1B, 1B"
TOR199505100,4,"1B, 2B, 43, HBP",SEA199407170,"1B, 2B, 43, HR"
CAL199505110,5,"1B, SB2, 2B, 8, 2",MIN199309280,"1B, SB2, 2B, 8, FC;O"
COL199505110,5,"HBP, 1B, 1B, K, K",NYN197107030,"HBP, 1B, 1B, K, HR"
FLO199505110,4,"43, 43, 53, 63",NYN199306110,"43, 43, 53, 7"
MIL199505110,5,"1B, HR, 1B, 1B, FC;NO",SDN198904120,"1B, HR, 1B, 1B, 9"
NYN199505110,5,"K, 63, 9, 2B, 54",BOS197806190,"K, 63, 9, 2B, 43"
OAK199505110,6,"K, 1B, CS2, BB, K, E3",NYA196405172,"K, 1B, CS2, BB, K, BB"
PHI199505110,5,"1B, 53, BB, 1B, 2B",OAK197504090,"1B, 53, BB, 1B, 9"
PIT199505110,4,"2B, 1B, K, 54(1)",SFN199407040,"2B, 1B, K, 6"
TOR199505110,5,"3, 1B, K, BB, BB",MIL198309280,"3, 1B, K, BB, K"
ATL199505120,5,"1B, 53, SB3, K, HBP",PHI199006112,"1B, 53, SB3, K, 2B"
BAL199505120,6,"K, 43, 7, K, K, 63",MIL197008180,"K, 43, 7, K, K, K"
BOS199505120,5,"2B, PB, 3, K, 53",CLE194608040,"2B, PB, 3, K, 8"
CHN199505120,5,"2B, 1, 13, 43, 1B",CLE192408300,"2B, 1, 13, 43, 8"
FLO199505120,6,"1B, K, 8, BB, 1B, BB",PHA193805290,"1B, K, 8, BB, 1B, 6"
HOU199505120,6,"63, 1B, SB2, K, BB, 2B",SDN197409250,"63, 1B, SB2, K, BB, K"
KCA199505120,4,"23, 63, 43, 1B",DET197904220,"23, 63, 43, 7"
LAN199505120,4,"BB, CS2, K, E3",NYA199407270,"BB, CS2, K, 1B"
MIL199505120,3,"HR, 53, HBP",SEA199504290,"HR, 53, 2B"
MIN199505120,4,"2B, 6, 63, 2",SEA199306020,"2B, 6, 63, 2B"
NYN199505120,4,"43, 6, 63, K",NYN198904190,"43, 6, 63, BB"
SEA199505120,5,"K, K, BB, 2, E6",NYA197509272,"K, K, BB, 2, BB"
SFN199505120,4,"4, 7, K, 13",DET199106180,"4, 7, K, 3"
TEX199505120,4,"3, BB, K, BB",PHI199209261,"3, BB, K, 63"
ATL199505130,5,"1B, HR, BB, K, SB2",CLE194909052,"1B, HR, BB, K, 64(1)3"
BAL199505130,3,"7, 153, 8",CIN193708082,"7, 153, 2B"
BOS199505130,4,"53, 31, K, 53",MIN198908300,"53, 31, K, 43"
CHN199505130,5,"8, 8, 63, K, E6",CLE198608160,"8, 8, 63, K, 1B"
FLO199505130,4,"13, BB, 6(1)3, 8",BRO192507041,"13, BB, 6(1)3, 1B"
HOU199505130,5,"BB, WP, BB, BB, 6(B)4(2)",CIN199308210,"BB, WP, BB, BB, HR"
KCA199505130,4,"43, 1, 63, K",LAN198707230,"43, 1, 63, 13"
LAN199505130,5,"63, HBP, BB, K, 31",SLA195304300,"63, HBP, BB, K, 1B"
MIL199505130,5,"43, 53, 43, 1B, 5",DET199007070,"43, 53, 43, 1B, K"
MIN199505130,5,"53, 7, K, 1B, 23",BAL198808060,"53, 7, K, 1B, 7"
NYN199505130,5,"43, 53, 8, BB, 1B",DET196407121,"43, 53, 8, BB, HBP"
SEA199505130,3,"1B, 53, IBB",ATL199505120,"1B, 53, SB3"
SFN199505130,4,"BB, CS2, BB, 2B",SDN199505090,"BB, CS2, BB, 6(1)3"
TEX199505130,5,"63, 43, 63, 43, 5",NYA199308180,"63, 43, 63, 43, 1B"
ATL199505140,5,"8, 2B, 8, BB, 6(1)",SEA198904190,"8, 2B, 8, BB, 2B"
BAL199505140,5,"BB, SB2, K, 63, 4",MON198807150,"BB, SB2, K, 63, 43"
BOS199505140,4,"BB, 64(1)3, 4, 63",LAN199407050,"BB, 64(1)3, 4, 1B"
CHN199505140,5,"63, 63, 8, 1B, 1B",NYA198906300,"63, 63, 8, 1B, E1"
FLO199505140,4,"6, 7, K, 7",CHN199209170,"6, 7, K, 5"
HOU199505140,6,"1B, 7, 1B, BB, 1B, SF9",NYN199205110,"1B, 7, 1B, BB, 1B, 53"
KCA199505140,5,"HR, K, 53, 1B, 54(1)",CIN199408050,"HR, K, 53, 1B, WP"
LAN199505140,4,"63, 3, 7, HR",CHN199308140,"63, 3, 7, BB"
MIL199505140,5,"BB, 13, 8, 8, 3",CHA192307241,"BB, 13, 8, 8, 8"
MIN199505140,4,"2, BB, K, 1B",CIN197704090,"2, BB, K, 6"
NYN199505140,3,"6, 13, 53",LAN199208050,"6, 13, 8"
SEA199505140,5,"63, K, BB, K, 53",DET198508290,"63, K, BB, K, BB"
SFN199505140,5,"K, 53, 13, 1B, SB2",MIL197808200,"K, 53, 13, 1B, 53"
TEX199505140,4,"1B, 46(1)3, 7, 43",BOS199309300,"1B, 46(1)3, 7, 8"
FLO199505150,5,"K, 7, 9, BB, 1B",CHA199004300,"K, 7, 9, BB, 16(1)"
LAN199505150,5,"2, 53, 3, 1B, SB2",PHI195005212,"2, 53, 3, 1B, 1B"
MIN199505150,7,"43, 1B, 1B, 1B, 9, 1B, 1B",CLE199210030,"43, 1B, 1B, 1B, 9, 1B, 9"
NYN199505150,3,"1B, 36(1), HBP",MIN199405270,"1B, 36(1), 54(1)3"
SDN199505150,4,"4, 7, 7, 53",NYN198909050,"4, 7, 7, 1B"
SFN199505150,6,"3B, 7, FC;O, SB2, BB, K",CHA191307110,"3B, 7, FC;O, SB2, BB, 3"
TEX199505150,4,"2B, FC;O, 1B, K",TOR199305250,"2B, FC;O, 1B, WP"
ATL199505160,5,"4, 9, 1B, HR, K",SLN193404180,"4, 9, 1B, HR, 43"
BAL199505160,6,"K, 6, 7, 43, 1B, HR",PHA195406090,"K, 6, 7, 43, 1B, 64(1)3"
CHA199505160,5,"BB, 8, 1B, SF7, BB",NYA197006060,"BB, 8, 1B, SF7, 7"
FLO199505160,3,"1B, 43, 7(B)4(2)",TOR199407260,"1B, 43, 1B"
HOU199505160,5,"31, 7, K, 2B, 43",CIN195708041,"31, 7, K, 2B, 7"
KCA199505160,5,"6, 8, 43, 13, 1B",NYA194605030,"6, 8, 43, 13, 43"
LAN199505160,5,"K, 7, 2B, 1B, 43",FLO199304200,"K, 7, 2B, 1B, 63"
MIL199505160,4,"7, HBP, K, 8",OAK198808300,"7, HBP, K, CS2"
MIN199505160,4,"1B, 64(1)3, 9, 9",NYN199408060,"1B, 64(1)3, 9, 13"
MON199505160,4,"3, 4, K, 43",KCA199406060,"3, 4, K, 1B"
NYA199505160,4,"3, K, 63, 6",HOU199109210,"3, K, 63, 8"
SDN199505160,5,"53, 1B, K, K, 43",MON199209050,"53, 1B, K, K, 3"
SFN199505160,5,"53, 8, HR, 3, 1",MON197504220,"53, 8, HR, 3, 53"
TEX199505160,6,"8, K, 8, 63, K, 8",CLE192606100,"8, K, 8, 63, K, E4"
ATL199505170,5,"9, 1B, K, 1B, 1B",CHA199106030,"9, 1B, K, 1B, HR"
BAL199505170,5,"K, 1B, 64(1)3, 63, 9",BOS197306282,"K, 1B, 64(1)3, 63, BB"
CHA199505170,5,"K, K, 1B, HR, BB",CHA199407140,"K, K, 1B, HR, 9"
FLO199505170,6,"K, K, 9, K, 1B, 9",SLN199110010,"K, K, 9, K, 1B, 1B"
HOU199505170,4,"1B, 2, 9, 43",HOU199105220,"1B, 2, 9, SB2"
KCA199505170,5,"3, 2B, K, K, 4",HOU197209130,"3, 2B, K, K, E6"
LAN199505170,6,"K, K, 43, K, 43, 1B",LAN196609190,"K, K, 43, K, 43, 13"
MIL199505170,6,"43, 9, BB, SB2, K, 43",BAL197509030,"43, 9, BB, SB2, K, 1B"
MIN199505170,6,"1B, BB, 64(1)3, K, 1B, SB2",DET195309030,"1B, BB, 64(1)3, K, 1B, 1B"
MON199505170,4,"53, 63, 63, 9",CHN199209040,"53, 63, 63, 13"
SDN199505170,6,"53, 63, 2B, 1B, 1B, SB2",PIT196405110,"53, 63, 2B, 1B, 1B, E5"
SFN199505170,5,"5, 1B, 2B, 8, K",PHA195305102,"5, 1B, 2B, 8, 2"
TEX199505170,4,"31, 2B, 13, 13",NYA193304130,"31, 2B, 13, 1B"
ATL199505180,4,"2B, 4, BB, 1B",CAL197605152,"2B, 4, BB, WP"
BAL199505180,5,"43, 53, HR, 63, 3",CIN196808250,"43, 53, HR, 63, 31"
BOS199505180,6,"63, 53, 1B, 64(1), 1B, 9",OAK197805050,"63, 53, 1B, 64(1), 1B, K"
CHA199505180,5,"K, 43, K, 7, 53",CHN197904200,"K, 43, K, 7, 1B"
HOU199505180,4,"3B, 3, BB, K",CHN198306300,"3B, 3, BB, 46(1)3"
KCA199505180,4,"3, 2B, BB, 6(1)3",SEA199405210,"3, 2B, BB, 1B"
LAN199505180,4,"63, HR, 31, 3",NYA194207122,"63, HR, 31, K"
MIN199505180,4,"43, 8, 7, HBP",CHA199304290,"43, 8, 7, 7"
SFN199505180,4,"9, 6, 2B, 8",PIT199307090,"9, 6, 2B, 4"
TEX199505180,4,"9, 1, 9, 1B",SLN198007210,"9, 1, 9, 63"
ATL199505190,5,"K, 13, 7, BB, 46(1)",NYA196707150,"K, 13, 7, BB, 14"
BOS199505190,4,"3B, 1B, 4, 54(1)3",MIN198506220,"3B, 1B, 4, 8"
CHA199505190,5,"BB, 56(1), 1B, K, 8",BRO191009171,"BB, 56(1), 1B, K, 6"
CIN199505190,5,"K, K, 1B, 1B, PB",BOS199407240,"K, K, 1B, 1B, 13"
DET199505190,6,"8, 43, 1B, BB, 1B, 13",MIN197005290,"8, 43, 1B, BB, 1B, 4"
HOU199505190,5,"9, 9, 3, 4, BB",CHN195508080,"9, 9, 3, 4, 1B"
KCA199505190,5,"7, BB, SB2, 9, 53",SLN198306150,"7, BB, SB2, 9, BB"
LAN199505190,5,"2B, 23, HR, 63, 43",CIN198307270,"2B, 23, HR, 63, 9"
